Hour,day_ahead_norm,Wind Farm 1 (MW),day_ahead_norm,Wind Farm 2 (MW),day_ahead_norm,Wind Farm 3 (MW),day_ahead_norm,Wind Farm 4 (MW),day_ahead_norm,Wind Farm 5 (MW),Wind Farm 6 (MW),day_ahead_norm,Offshore Wind1 (MW),Offshore Wind (MW),year
1/5/07 4:00,0.875169396,13127.54095,0.917029679,13755.44518,0.921264172,13818.96257,0.894595802,13418.93703,0.88155067,13223.26005,13728.79207,0.915252805,0.518213689,7773.205335,2007
1/5/07 5:00,0.875169396,13127.54095,0.917029679,13755.44518,0.921264172,13818.96257,0.894595802,13418.93703,0.88155067,13223.26005,13728.79207,0.915252805,0.513583839,7703.757585,2007
1/5/07 6:00,0.875169396,13127.54095,0.917029679,13755.44518,0.921264172,13818.96257,0.894595802,13418.93703,0.88155067,13223.26005,13728.79207,0.915252805,0.515294909,7729.423635,2007
1/5/07 7:00,0.875169396,13127.54095,0.917029679,13755.44518,0.921264172,13818.96257,0.894595802,13418.93703,0.88155067,13223.26005,13728.79207,0.915252805,0.524022758,7860.34137,2007
1/5/07 8:00,0.875169396,13127.54095,0.917029679,13755.44518,0.921264172,13818.96257,0.894595802,13418.93703,0.88155067,13223.26005,13728.79207,0.915252805,0.532094002,7981.41003,2007
1/5/07 9:00,0.875169396,13127.54095,0.917029679,13755.44518,0.921264172,13818.96257,0.894595802,13418.93703,0.88155067,13223.26005,13728.79207,0.915252805,0.554154873,8312.323095,2007
1/5/07 10:00,0.875169396,13127.54095,0.917029679,13755.44518,0.921264172,13818.96257,0.894595802,13418.93703,0.88155067,13223.26005,13728.79207,0.915252805,0.587516487,8812.747305,2007
1/5/07 11:00,0.875169396,13127.54095,0.917029679,13755.44518,0.921264172,13818.96257,0.894595802,13418.93703,0.88155067,13223.26005,13728.79207,0.915252805,0.620590985,9308.864775,2007
1/5/07 12:00,0.919179916,13787.69875,0.949378908,14240.68362,0.951239347,14268.59021,0.931172848,13967.59272,0.922160447,13832.4067,14208.17077,0.947211385,0.656157553,9842.363295,2007
1/5/07 13:00,0.919179916,13787.69875,0.949378908,14240.68362,0.951239347,14268.59021,0.931172848,13967.59272,0.922160447,13832.4067,14208.17077,0.947211385,0.688473582,10327.10373,2007
1/5/07 14:00,0.919179916,13787.69875,0.949378908,14240.68362,0.951239347,14268.59021,0.931172848,13967.59272,0.922160447,13832.4067,14208.17077,0.947211385,0.726665437,10899.98156,2007
1/5/07 15:00,0.919179916,13787.69875,0.949378908,14240.68362,0.951239347,14268.59021,0.931172848,13967.59272,0.922160447,13832.4067,14208.17077,0.947211385,0.760489702,11407.34553,2007
1/5/07 16:00,0.919179916,13787.69875,0.949378908,14240.68362,0.951239347,14268.59021,0.931172848,13967.59272,0.922160447,13832.4067,14208.17077,0.947211385,0.804221809,12063.32714,2007
